namespace,key,source_hash,text,translation
,7B9AF03F44286CEFEB9B15BEA3C2D8D1,733405011,102,102
,1B938811485F7A8C719799B6548D66AB,1293227846,110,110
,0A19130A471F70CEA05F3F834C1F2F5A,1986509984,12,12
,CDA2341F416836F9110047A88B2601A8,3509567307,123,123
,B3DFE75B4C5310D0E19EF1B4DE872820,1904723072,123 High Devenition Audio Mic,123 High Devenition Audio Mic
,4EB87EDC4556F8863A24A9815FA29B9E,2345190719,12g buckshot,12g buckshot
,673ED8974085CE0D9CF2D3934B1BF576,3441637352,12h,12h
,CD893D8D4EC8C0218A913B8C5272C0A4,265625134,12h. 30m.,12h. 30m.
,2B1E30934594FE93A7C6F78180FB7164,3142938282,12x70,12x70
,049D548C4596DDD0ED40C0A655502696,2448087435,12x70 Buckshot Shells Box,12x70 Buckshot Shells Box
,DEB1BF1A47D5AD949697269FCCF08A47,1661507940,13 Dec,13 Dec
,9FF9803441D250B2EAB8D8A56983262A,3954213913,15,15
,70941CF546636BDE84E46FA133D46731,433740996,18,18
,54E52DF545088FACC7A540A2DBD4807C,659862455,1d 13h 59m,1d 13h 59m
,574A781444293D27C94ACA9CEEFD3F18,3844467547,1h 31m,1h 31m
,47D12C5247F79D837AF258AC0FBDF719,1211976134,1h 53m,1h 53m
,276BE3654A25472EFDC351915F134745,2070343478,2,2
,635C121740F5B8B8F2FDC8848BA42942,2070343478,2,2
,8C973D07418457087D96E2B1881EA1AF,2070343478,2,2
,6BEE5C8C48798F13C9A629BCBFDC8DEA,1390506952,20,20
,B324B00E4C4338068EB60EA09A378995,4129408296,200,200
,D45655B845EAD2BBCF63C38B77DC44F2,4224497165,2000,2000
,264CE788431AE81C843BF8920E0D752F,2621222986,23h 53m,23h 53m
,77574DD04D5A5FB705910B8A77DE50B0,234663042,23h 59m,23h 59m
,A2B7DD02423C358C4DA9A0AC7A962031,234663042,23h 59m,23h 59m
,F0D97AC6424F700DB38834AA8DE9E354,3716408479,24,24
,4D7858C24A89E2303EB9C08680038E95,2094197919,24h,24h
,9728BEA54CFC5E5DAA59B9983C614464,3200371532,250,250
,DE1014E64ED3CB48113DDEBC14476372,108899369,251,251
,56C3533D40E857AA65CBF186E6487D22,3285878867,3,3
,6D6EEAFA4A07BCBB152256BCBC7FCB65,3285878867,3,3
,DF7A699D4F90D78C6CC717B65B34F6A1,3285878867,3,3
,F4A94D5A494A411A91091099C320DBBE,3285878867,3,3
,1BFE23C04B2159AEDFE97AA9FD359AEB,2655744854,30,30
,2F6FB5CA48B44463515D11B3C468563C,2693529908,3556,3556
,666BD8F5439A0479BF66E5AEB4A17F47,1577955562,4,4
,E0AAC5D548D1DF5E87DB7F9CF347AF76,2739964541,45,45
,9C5F091F4D25990598000398CD333C72,909887745,45%,45%
,A739ACEE48A87144E6884386E3BDD766,202797315,4d 56h,4d 56h
,D89AA4704C74BE040CDC7188C6004DF5,3870414735,5,5
,CEF439D24B4B5D1E5801729693483DD7,2913271897,5.45x39,5.45x39
,EA2548CB4E9752F374195DA3769F34E9,1478785745,50,50
,6ECFC1A042B97294BEA171AF3E25C170,2193173671,500,500
,855B738343FA8F5C714D39BAD6A1BFF0,104156792,5000,5000
,E8F33A574B27E48CC965029A860448C8,2102338829,56,56
,74994B904A03060373A9DDA08FD31BEF,4007652779,562,562
,769D566C495784163FD2F1BBA5E903FA,1037192689,5663,5663
,4590A919440D368066330FA577DF1440,3601562930,60,60
,8FCADD0F43D3A7E99F259BAF49FA09EE,1287134980,7,7
,AB9C8B1D45CC04A2267BA2A4B3A7C43F,1973381750,7.62х45 FMJ Big Ammo Box,7.62х45 FMJ Big Ammo Box
,5845928E4DD56775B6E272AF37367676,769625502,75,75
,834805B54F9CE202582A0681C2000F06,260796318,90,90
,F1E2FD054009A6AE49D917A5B7611CB0,1921196052,99,99
,F43A0F6244E8AF9D0A6F50B27096D1FC,4282113440,99%,99%
,FFAB91E24E90CC42D32FC881995D8DDE,4282113440,99%,99%
,454F46C445CD4179E7587CB878F74CA2,3205576066,99999,99999
,EE29D8E04992B94C3D73108E4B207CC8,3205576066,99999,99999
,9E4676C24E0E37E8F31E1C8A68F5E239,2657514703,9x18,9x18
,12FF9B4D42A6DEE5124F7FB2C91D1988,699179035,"<Bold>Greatings, Explorers!</> 
Before you head out into the Radius, we`d like to remind youthe following:","<Bold>Greatings, Explorers!</> 
Before you head out into the Radius, we`d like to remind youthe following:"
,0840EDCB4B664357DFFC51A9B8B51D68,629837819,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>
,8B68A7BA4CE2A3D5D33AC197686F4C94,629837819,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>
,94C0BABC4A0382EDCEE809B0422E00E7,629837819,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>
,EA1C587348151616000BA78447FF3381,629837819,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>,<Guide_Name>Guide name:</> A common phrase <System> with system parameter.</> <Bold>Important word</><Italic> and somethig else</>
,EF6C1C1643BDEFB85F93E3A2BA9830F1,361714964,AK-74M,AK-74M
,EAA100D5466428BBA704D4ADDC7AD507,3715034169,AKs,AKs
,9C7A76AB47ABAA47CC1295BE037E3F4A,1130517873,AO,AO
,7EDF1A544BDDDFF30E4538809C1FB5E8,2096455234,Accept mission,Accept mission
,7C88A7F748802E41B10ED5B8C103E64A,3549057026,Accept the mission,Accept the mission
,543081854DDF6B97E1E353AEA3BE18B4,2488550040,Accepted,Accepted
,9E78777644A48CF787F777A38EA0DC0E,2488550040,Accepted,Accepted
,14F0126041C0F53F330A6280A2812EC3,1390075443,Access level,Access level
,541B70F248ECCB731F57F9AA6D0C1687,429334068,Access level up!,Access level up!
,305CA4CF40BFAF051C6818920A55A8D4,2189875977,AccountName,AccountName
,6A6EF4BE4550EB0E1570DBA3438962C3,2189875977,AccountName,AccountName
,9F5B0C4C4AC069874A567DA919441566,60150007,Accuracy,Accuracy
,BC2057DD48EF52C35B7FA08ABF39A32D,3903926102,Accuracy of fire,Accuracy of fire
,33B11A2C404AF878C65BE39105C22A1A,131335939,Active missions:,Active missions:
,509D3C7E4DBF33471C62DC8CD3FB6086,4241290357,Additional A Panel,Additional A Panel
,A2D0E66A40A48CC130F62B96457F5541,4241290357,Additional A Panel,Additional A Panel
,74FED76C4959E679138F0BBF04D1711B,4262654802,Additional B Panel,Additional B Panel
,797D7B5C44F75716AFC5E9A16EB2F5AE,4262654802,Additional B Panel,Additional B Panel
,B0D078434B136F1B8CEE60A9477BD7F7,3767356120,Additional_A,Additional_A
,9966268A4B55AE37A1206090A50FCF7A,2988913480,After your friends invite you to their servers. Servers will appear in the list,After your friends invite you to their servers. Servers will appear in the list
,F40690204DC5A01B933D8FBE424B42F3,3109420853,Aggro Level,Aggro Level
,6550F3B34F6328996CB091A0369394EE,4237825618,All Players,All Players
,E8DD352A42E75882DBFB6AAC952C00C9,3602530281,All missions are displayed as icons on the map. Taken missions are located on the “Accepted” tab,All missions are displayed as icons on the map. Taken missions are located on the “Accepted” tab
,56DC618F4C783EA1BF950FA3AC60ADA6,1611789447,All players should be near bed!,All players should be near bed!
,F2A35CAE42A31170A7366AAB34017D1E,1611789447,All players should be near bed!,All players should be near bed!
,6BDBA3B844CB20A066F23EAEB1D71892,324162857,Allow,Allow
,774EE12D4AA695478A67C18940140F07,2335341856,Already on the squad,Already on the squad
,CC40892945C1118361AB3C991CC988B9,2335341856,Already on the squad,Already on the squad
,DE640C8C47F425B8DDCAA8A12CD6CDFD,1126741149,Ambush,Ambush
,41DDD94A416E334CC2989C975ADEC461,3877400169,Ammo Box 12g buckshot,Ammo Box 12g buckshot
,FB8CA463417F1617FFF9509F19C53971,1918199388,Ammo Box 5.45x39 BP,Ammo Box 5.45x39 BP
,D44D50D74FE9D8531AF20396EB274827,638469180,Ammo Box 9x18 +P,Ammo Box 9x18 +P
,751FD0414CD231AC318CC4A25C8EF0D2,2405417683,Ammo caliber,Ammo caliber
,E984D0384A87489271D64A9ABA4E0EDD,2405417683,Ammo caliber,Ammo caliber
,F1ACEE2D4BC4D200ED88DCBC423E4804,3845400867,An empty ammo box,An empty ammo box
,C5FE9F25469502A582B312975B877CE6,1496331539,AnimButton,AnimButton
,823D6AC84AEE265095E03E822F54F738,17624151,Animated Snap,Animated Snap
,C81A2C31431F3F21405B8BA5A5795185,3823705790,Anisotropic,Anisotropic
,4DF00E6E4A81BA7D156B5C9BD8A3A8EC,2046663689,"Anomaly
Teleportation
Destination","Anomaly
Teleportation
Destination"
,D7710A9D4D36076D63F025BBD0862942,1916084137,Anomaly cluster ahead. Use the Artifact Detector to locate it.,Anomaly cluster ahead. Use the Artifact Detector to locate it.
,433C63C146FC0463DC27C29309DDD783,890595538,Apply,Apply
,87408E2B450B1FD8544BD8A249F659DC,890595538,Apply,Apply
,6FBB81054E8856B6579BFBBB43CFDBC2,1372172681,Armor damage,Armor damage
,BE9165884BCE63215AA8B7B80FEF1109,1372172681,Armor damage,Armor damage
,9FAE2072476EEF01B7A42A845D3AE277,207516783,Ash,Ash
,E51DBACA46EA085B34F6809B399A861A,545758559,Ash_dark,Ash_dark
,8B5F79724A9B91C2925D90937D8B22A1,77885203,Attachments,Attachments
,B444EE3C4E55713A380126881E4893F0,2415193456,Attack,Attack
,7D1AB2FB4D49B685FEF8BBBF9E733BCB,3726341938,AttackStart,AttackStart
,F1D7FECD4508E5CC1B3BEB8C0A7DE7E2,3512992919,Attention points,Attention points
,79E7518B43932A7C9B56289EF1A13421,2109760864,Audio,Audio
,F426F79B4689E75D341AF1BF40217168,2109760864,Audio,Audio
,E1667A234048EBC3E3C9139152B176D5,1258935915,Autosave  - ,Autosave  - 
,A6199C2F46197152CAD68F8F39F69372,578365707,Available,Available
,2C83422449DFA161B4F655B287272F87,1299150919,Backpack,Backpack
,EED9244944CFE7437F264292AC0CB82A,1299150919,Backpack,Backpack
,77B70C9F4DFAB79158892CBCB621D3A1,4008166215,Backpacks,Backpacks
,C5ED28604C462565CD326DB462BBF04E,4008166215,Backpacks,Backpacks
,00478EAA473EEA6238CEA1BA7E9E7AA7,3635751401,Base,Base
,CE4E98EA412F8FC012224E9A01595933,3635751401,Base,Base
,F314247742E68037B46765A85E3D3E25,3635751401,Base,Base
,75D5B51E41E4E65FED3013BC2A20085D,3848589854,Base Panel,Base Panel
,A7B53CE944253AB36295AF997ECB4374,3848589854,Base Panel,Base Panel
,60C043EC4061CB8ED7046895AC658DDE,2976665070,Base Pressed,Base Pressed
,3D346FFF45C2567A32D2D889948F9513,2284968218,Base Pressed Panel,Base Pressed Panel
,651895E24EE15F359EF53E8460ACB022,2284968218,Base Pressed Panel,Base Pressed Panel
,ADFA32CE4BE3B1CF67C7DB915E0B451A,348774034,Basketball ball,Basketball ball
,8684868949F5EBE016AEDF8E753C6E4F,4064118602,Blink,Blink
,FD149EA345B167EEADB7E498FFC453EC,2248488827,Block,Block
,090238564735130CDDAF559B79E559D2,2155159936,Blue,Blue
,FE74868B4DD6EA09ADF0F88231268B24,1829287773,Boat Club,Boat Club
,34D8215F43A40F6AD3FFD5B7D74D47F3,2697603096,Bring PM mag,Bring PM mag
,39A35DE64A3E007360D6758EF44DD40D,2697603096,Bring PM mag,Bring PM mag
,E6CE11CA471D19AFA1249AAE48115902,2718409707,Bring Pm Mag,Bring Pm Mag
,B7820913475DCEB6CF0CA8909ED27253,544343201,Bring ammo close to mag to start loading it. Load full mag,Bring ammo close to mag to start loading it. Load full mag
,61501C9948BAA10FF86CBE8FA265746C,281670273,Bring art Neon,Bring art Neon
,124BD13F40E1A5B032542EBB97B3E0C9,1482197298,Bring artefact from the pointed anomaly cluster at Forest.,Bring artefact from the pointed anomaly cluster at Forest.
,7DE8391F40D1B81C0502D69E9F089BF2,1482197298,Bring artefact from the pointed anomaly cluster at Forest.,Bring artefact from the pointed anomaly cluster at Forest.
,853192A0453447255A7148B093098BD0,1482197298,Bring artefact from the pointed anomaly cluster at Forest.,Bring artefact from the pointed anomaly cluster at Forest.
,87BD9FA64E381A40E4587B8C43272844,1482197298,Bring artefact from the pointed anomaly cluster at Forest.,Bring artefact from the pointed anomaly cluster at Forest.
,BBBD74BC4F0F41ABAC31DF919ED3563D,1482197298,Bring artefact from the pointed anomaly cluster at Forest.,Bring artefact from the pointed anomaly cluster at Forest.
,CD05E8454A6D3525118D2FBD02005015,1482197298,Bring artefact from the pointed anomaly cluster at Forest.,Bring artefact from the pointed anomaly cluster at Forest.
,F27B3DE94E5695A4DAF670B593DC919F,1482197298,Bring artefact from the pointed anomaly cluster at Forest.,Bring artefact from the pointed anomaly cluster at Forest.
,08D85FE94C1E8C37C1EC07AE83D12C8B,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,4A78E28F46130B5FBB233D851D458E6C,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,6C06594342A6046885CD6EAD853FF321,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,845AA73548CAD9EAF0D10281093600A5,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,870A1B3A4575F4F19D7755BFBFF59B01,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,AD3AE0DB47DBAFE0F8B1B2B7DE9E7E76,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,C82415874B16753D9B58B28D595B4FB3,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,DBE6EF1D48F5EE5EAA605AA92DA8E84E,2865654677,Bring artefacts from the pointed anomaly cluster at Forest.,Bring artefacts from the pointed anomaly cluster at Forest.
,88A7BFA048B1FA5932BBC2A2003C2548,732889349,Bring the Vest to your chest and release.,Bring the Vest to your chest and release.
,29D6538D46A70D0B7D16B8A6C83B6737,3831154732,Bring the flashlight to the rail from below and release.,Bring the flashlight to the rail from below and release.
,C86027C444DF4B488908879EC905046B,3831154732,Bring the flashlight to the rail from below and release.,Bring the flashlight to the rail from below and release.
,00FFF20F4F255C1DB3D664A74E375B99,2400247026,Bring your non-dominant hand over your shoulder and press GRAB to take the BACKPACK out.,Bring your non-dominant hand over your shoulder and press GRAB to take the BACKPACK out.
,906A71774EABFAD22E18EF9E27EDF498,649540302,Bring your watch to the panel.,Bring your watch to the panel.
,FD4CAAE048F9E7BF1512519C8915BB32,1345747451,Build version:,Build version:
,E7E3DFA34144FF3D55E16399640A7F50,2256213133,Bullet velocity,Bullet velocity
,F40A2EA44CEF777C54CC558434E900A2,2256213133,Bullet velocity,Bullet velocity
,1E5AFF284C4E05912F88308438D7E9E2,1179058319,Button,Button
,1F12EB084146F6E849535687D8E8C0F3,1179058319,Button,Button
,4A6432DE49EF1ABD0B1D0692E35DD9C8,1179058319,Button,Button
,64A7EA3E41B92930CD42B6B484A98D2A,1179058319,Button,Button
,DA47E4AE4380CD082AE48D93CB7C18BB,1916740344,Calibrate,Calibrate
,754593DC4770AFC8B862B0A619C2D085,2059738132,Calibrate height,Calibrate height
,ACA5C9084105164A516AA698858AD3DC,159309959,Calibration position,Calibration position
,4FD7B95B469628D0F9064FBCD2C2A450,2054521003,Camera,Camera
,E31F053B40E5AB59552CC18F918CC1AF,2054521003,Camera,Camera
,56CE665349FDD031738680A45939226F,2852150313,Can't sell,Can't sell
,A6861E6A4D9DA465EC81168712F7B55F,949252438,Cancel,Cancel
,C38C4627454E293DA8A763BA3ADF1270,949252438,Cancel,Cancel
,EB9BCE7E4E8F0E7E5739E684CEF97492,949252438,Cancel,Cancel
,F0A1FBEC412D5E6C1AB3F28D7AA62A26,949252438,Cancel,Cancel
,377ABBB14E8DF2128CAE0F9724FD55A5,1466603307,Category ,Category 
,D32A5C2A4C715E9F5045E2973668C4FC,3191848656,Center,Center
,1606505D4A478B39469C33BD8EDF61E0,1547193534,Check the state of the abandoned shelter.,Check the state of the abandoned shelter.
,FEFDB27D4ABE1E7BECB1379F9D82C779,680458367,Check the state of the road system.,Check the state of the road system.
,C097139C4DEAB23A188AE2BEC0E1BF5A,4060953905,Checking device connections...,Checking device connections...
,BCE5D0B14EF328794A2903819FF85FA0,2487685528,Choose a server for multiplayer,Choose a server for multiplayer
,179E11AD4F054C37ED4293B9FCB9B9B8,2724509378,Church,Church
,92FD401C43AFEE4A52C566A2F86920C9,3751161908,Cig pack,Cig pack
,66DE1B7644AF35230EC9F68C341C3743,348225487,Clear Slot,Clear Slot
,612086F54F2574A2E8F8C29AE7C482AD,3642830396,Clear squad slot,Clear squad slot
,F9BE6F6C4A009273A21841B630210109,1159037851,ClearCoat,ClearCoat
,6E0FE12D45AB3B05A7FAB89D34C752FC,387318286,ClearCoatRoughness,ClearCoatRoughness
,9012B94E4ECF6CCBE68BDD8CF77B744B,3607814552,Clip capacity,Clip capacity
,6374228849D349C5848C71A8B7355CFF,3909165945,Closed,Closed
,EFCAE73A4A79014A32BD5D8FDAA9226E,4287512029,Closing,Closing
,E1D06CEA4958F22ACE6EECB2296DDC53,4039161841,Collapsed,Collapsed
,1DAC462742062FC110CA668F9A208A0C,4169719450,Color_A,Color_A
,7F9C6F844E62CDFF059A6EB505B98C76,3929895284,Color_B,Color_B
,F0D7368A4D9646F3053548A288AC50BE,1384191505,Color_C,Color_C
,09AF029F4D36906DBF62809A036E2013,3478531752,Color_D,Color_D
,58CE35A543AF65CE149E4EA7867CAC25,2011843021,Color_E,Color_E
,39C126CF4F3E85AD522FEAA8D430077E,187856154,Complete mission,Complete mission
,4986D42B47BA6DBE4DAE61843496D89B,187856154,Complete mission,Complete mission
,3A107FD64D443A00705FD5929A45CFD0,1375290249,Confirm your Security Level at the shooting range to unlock new merchandise in the store,Confirm your Security Level at the shooting range to unlock new merchandise in the store
,0292FB464EA962F57FBB0FA08EEFAAEF,2292114876,Confiscate Loot,Confiscate Loot
,D2F4F08A4E9B5252EF8B2C8409D9B2AD,2678169281,Confiscate loot,Confiscate loot
,235CCCE6452F67BB7A7514BAFA2F6A89,4047074133,Connect,Connect
,4828CBA94E017A41EF9042A7C02EEC77,1279120354,Connecting...,Connecting...
,DBA10FFE4EC76BCF9369DD9410FB8C2A,1279120354,Connecting...,Connecting...
,48E560F64D75593AF38392BA473ADBBA,17983271,Continue,Continue
,74B74AFB45447D11E20FFFB987419700,17983271,Continue,Continue
,9EACDECD4C383A0F9D27A08E607EBE7E,17983271,Continue,Continue
,BA3B0E2544A5E1657C9809BCD9E5A12D,1447923937,Control settings,Control settings
,4467719D44E1FA93AC4E58BA7B139622,3291042201,Controller,Controller
,781C27A9427A6E3A745226A2251BEED1,3291042201,Controller,Controller
,9191769E48AC3DA663F752BBB9EA3A04,3291042201,Controller,Controller
,C7AEE36F4A82A2511E377E9883A08C9D,818748456,Controls,Controls
,5A66E2754A505A40283015BD0E64033C,2619254768,Credits,Credits
,7D8F4B1E4C2192021D2D6986067030B3,2619254768,Credits,Credits
,E06817044259F6939C316694B35273C1,2619254768,Credits,Credits
,AE8C330040124C96BD1E62B628216A72,1821676176,Current,Current
,30395A1F4B0FE77EA1125E90146AD5E3,2542817061,Current Headphones:,Current Headphones:
,F9ECA29341F39C826AB4E5967D463AEE,2542817061,Current Headphones:,Current Headphones:
,1741BE5E4058A22F2D0538A303473694,563716122,Current Microphone:,Current Microphone:
,EAA2D13E4BAE8403A3489D867A51577B,563716122,Current Microphone:,Current Microphone:
,9C5C5D0047E11CBA0EEA27B66FEE08ED,1472730403,Current profile proggress,Current profile proggress
,A41690804BB90A561A830EABA92C2D32,471269018,Current status:,Current status:
,5F6A845842EFBE8690A0F485312BC1C3,674116147,Custom,Custom
,143A2E0E41B0524ECE62ADAFCCCA4920,2323156963,Custom Marker Name,Custom Marker Name
,1A2A162B4A7969A567C2CF8C30E088FE,623700889,Customize difficult level,Customize difficult level
,564ED2FB480A805A99CDA682E6B56A8A,4003044983,Data Base,Data Base
,472E29C84C81247CDDDA8E85A5FD8D34,3275276357,Date:,Date:
,B1BF96884BE9C6EDE9AD5FBAF764FE34,1213716757,Deafult text,Deafult text
,726755DF4FC0AA6CB7C761899F12FC88,1386733746,Death,Death
,F7DACFB746090454A1A4299B8060085E,1386733746,Death,Death
,23BD572D463961DA9715B3AA87AF078D,1711203303,Decreased,Decreased
,5BE351E24D3321539A34EBAF8C8875B0,1711203303,Decreased,Decreased
,C8C5AAF04A3DCA38DAE0A9A4CD1F3820,1711203303,Decreased,Decreased
,E4D0BA6A4696084653EAD49663A231EE,1711203303,Decreased,Decreased
,EE6E8E8D4BF2D78CA4091D8F3CE5BEBE,1711203303,Decreased,Decreased
,FFD2B09045FDD879019F6585E161172D,1711203303,Decreased,Decreased
,FA2647D04C627A7B4B0940B0D076423C,940523119,Default,Default
,ECB68907408B3E1C84C92183A3897C8C,4007266603,Default text,Default text
,FF269EFF4836DD79BEA155981E507557,3806680004,Delete,Delete
,29D22E3244CD22B393085FBAD77FBABC,1283652802,Delete Profile?,Delete Profile?
,BA2954A64D871CD0699DA8985868CF05,209679255,Deliver Weatherprobe from the pointed location at Forest.,Deliver Weatherprobe from the pointed location at Forest.
,BDC31CE342FBBE50B81AA092AD6CAD98,105001151,Deliver Weatherprobe from the pointed location at Peninsula.,Deliver Weatherprobe from the pointed location at Peninsula.
,912C50E444E4E7DBF45227842DD05559,1297784801,Deliver Weatherprobe from the pointed locations at Forest.,Deliver Weatherprobe from the pointed locations at Forest.
,B028D70C49CC37B8FF3FE8A1C868A542,1297784801,Deliver Weatherprobe from the pointed locations at Forest.,Deliver Weatherprobe from the pointed locations at Forest.
,6C95AD7D4BD3587CC6738DA86847B64E,875362804,Deliver a case from one of the pointed locations at Forest.,Deliver a case from one of the pointed locations at Forest.
,8CFCCE66451E596BAFD7998C4DAE1C92,875362804,Deliver a case from one of the pointed locations at Forest.,Deliver a case from one of the pointed locations at Forest.
,B1EEE3564E8BDE00C67D64AF1AFA9F70,875362804,Deliver a case from one of the pointed locations at Forest.,Deliver a case from one of the pointed locations at Forest.
,3A4D82F14AC384720E6AFB894BECD1C2,39453510,Deliver a case from the pointed location at Forest.,Deliver a case from the pointed location at Forest.
,2E57D5924746A85CA6FE30BDE1556E26,1150281283,Deliver distorted objects that you find while exploring the Radius.,Deliver distorted objects that you find while exploring the Radius.
,64051CC5410E61AF6DDF62BE352A5436,1150281283,Deliver distorted objects that you find while exploring the Radius.,Deliver distorted objects that you find while exploring the Radius.
,E360DECB417C4F51A57ABFA0101D834B,1150281283,Deliver distorted objects that you find while exploring the Radius.,Deliver distorted objects that you find while exploring the Radius.
,A8CEEA364435BCFBD71311A12F521F06,1100595201,Deliver several Weatherprobes from the pointed locations at Forest.,Deliver several Weatherprobes from the pointed locations at Forest.
,0106335048B5C1DBB57298819B669581,4037516770,Deliver the Artifact,Deliver the Artifact
,07F5132E4F2E4F54C825E2978FBC0341,4037516770,Deliver the Artifact,Deliver the Artifact
,0C84F8C9410A6D0B8EC2FEA631D902B5,4037516770,Deliver the Artifact,Deliver the Artifact
,2CC723B34B783B86F1A825B3ACAB43C6,4037516770,Deliver the Artifact,Deliver the Artifact
,385FA37B41497F3C5A8673B064BFE5B7,4037516770,Deliver the Artifact,Deliver the Artifact
,3A078183472F37D3BAF65B939ABAF79C,4037516770,Deliver the Artifact,Deliver the Artifact
,538F2B85468312AA55910D9862A94B34,4037516770,Deliver the Artifact,Deliver the Artifact
,72F9252E432271C9F820299EDC7BEDB3,4037516770,Deliver the Artifact,Deliver the Artifact
,785F497F446C219F8D330AAD9515A609,4037516770,Deliver the Artifact,Deliver the Artifact
,A42B810A469F2B17420D2F9CF9D69857,4037516770,Deliver the Artifact,Deliver the Artifact
,AE29386A4CB62E07F12C26BE072593FE,4037516770,Deliver the Artifact,Deliver the Artifact
,D379A84B4CF612CA861A429B4D7A419F,4037516770,Deliver the Artifact,Deliver the Artifact
,E33E8FF24E366A6507698CA304E0236B,4037516770,Deliver the Artifact,Deliver the Artifact
,EDD3776B40768146FF853CB1468751FC,4037516770,Deliver the Artifact,Deliver the Artifact
,FD6E86824C53D81A81AF86AB42010398,4037516770,Deliver the Artifact,Deliver the Artifact
,1345B7234A2C95A4960A33AF8FFB1CF9,3321347250,Deliver the Artifact to the Terminal at Facility 27.,Deliver the Artifact to the Terminal at Facility 27.
,1F4EA4974FCE30C897FD5B99996E9FD4,3321347250,Deliver the Artifact to the Terminal at Facility 27.,Deliver the Artifact to the Terminal at Facility 27.
